pert_in,k_pred,psts_explained,expl_known_psts
GDC0994,PKN2,101,0.168
GDC0994,CDK1,121,0.201
GDC0994,CAMK2A,26,0.043
GF109203X,NUAK2,44,0.039
GF109203X,DYRK4,98,0.087
GF109203X,DSTYK,21,0.019
GF109203X,PIM1,91,0.080
GF109203X,HASPIN,50,0.044
GF109203X,NEK1,14,0.012
GF109203X,IRAK1,22,0.019
GF109203X,PAK4,272,0.240
GF109203X,GRK6,53,0.047
GF109203X,MASTL,62,0.055
GF109203X,CAMKK2,9,0.008
GF109203X,GRK3,27,0.024
GF109203X,NUAK1,46,0.041
GF109203X,RAF1,39,0.034
GF109203X,PAK5,252,0.223
GF109203X,DAPK1,258,0.228
GF109203X,PHKG1,75,0.066
GF109203X,HIPK1,85,0.075
GF109203X,HIPK2,92,0.081
GF109203X,PLK1,10,0.009
GF109203X,MOS,25,0.022
GF109203X,MYLK4,249,0.220
GF109203X,MYO3A,12,0.011
GF109203X,SRPK3,66,0.058
GF109203X,CDK7,85,0.075
GF109203X,CDK12,60,0.053
GF109203X,RIPK2,248,0.219
GF109203X,SNRK,55,0.049
GF109203X,CAMK1D,258,0.228
GF109203X,ACVR2B,34,0.030
GF109203X,WNK4,42,0.037
GF109203X,CAMK2D,70,0.062
GF109203X,BMPR1B,36,0.032
GF109203X,BUB1,53,0.047
GF109203X,NEK8,256,0.226
GF109203X,TTK,6,0.005
GF109203X,PRKD1,66,0.058
GF109203X,ROCK1,249,0.220
GF109203X,NEK11,277,0.245
GF109203X,CDK2,58,0.051
GF109203X,MAPKAPK2,109,0.096
GF109203X,PRKD3,97,0.086
GF109203X,BMPR1A,36,0.032
GF109203X,GAK,98,0.087
GF109203X,IRAK4,38,0.034
GF109203X,LRRK2,24,0.021
GF109203X,PRPK,17,0.015
GF109203X,ROCK2,255,0.225
GF109203X,PKN3,88,0.078
GF109203X,CDK4,73,0.065
GF109203X,DAPK3,250,0.221
GF109203X,PIM2,108,0.095
GF109203X,PKN1,96,0.085
GF109203X,PLK3,28,0.025
GF109203X,ULK1,11,0.010
GF109203X,CDK16,34,0.030
GF109203X,PINK1,67,0.059
GF109203X,NEK6,16,0.014
GF109203X,CAMK2G,59,0.052
GF109203X,LATS2,154,0.136
GF109203X,NEK7,17,0.015
GF109203X,GRK7,36,0.032
GF109203X,PLK4,12,0.011
GF109203X,CDC7,18,0.016
GF109203X,CDK17,34,0.030
GF109203X,SGK1,274,0.242
GF109203X,GRK2,28,0.025
GF109203X,CDK19,75,0.066
GF109203X,PASK,264,0.233
GF109203X,MAP3K15,17,0.015
GF109203X,NEK5,17,0.015
GF109203X,CDK8,37,0.033
GF109203X,RIPK3,33,0.029
GF109203X,TLK2,39,0.034
GF109203X,PAK2,58,0.051
GF109203X,LATS1,34,0.030
GF109203X,PIM3,52,0.046
GF109203X,CDK6,37,0.033
GF109203X,WNK1,46,0.041
GF109203X,CAMK4,244,0.216
GF109203X,AKT3,146,0.129
GF109203X,CDK5,42,0.037
GF109203X,STK33,42,0.037
GF109203X,MYO3B,19,0.017
GF109203X,NEK2,37,0.033
GF109203X,TTBK2,112,0.099
GF109203X,AKT2,239,0.211
GF109203X,TGFBR2,8,0.007
GF109203X,MST1,42,0.037
GF109203X,MARK2,71,0.063
GF109203X,PRKX,168,0.149
GF109203X,DAPK2,247,0.218
GF109203X,NEK9,26,0.023
GF109203X,EEF2K,18,0.016
GF109203X,ACVR2A,30,0.027
GF109203X,HUNK,63,0.056
GF109203X,FAM20C,41,0.036
GF109203X,MELK,249,0.220
GF109203X,CDK3,49,0.043
GF109203X,GRK5,34,0.030
GF109203X,ATR,94,0.083
GF109203X,PDK1,270,0.239
GF109203X,PHKG2,70,0.062
GF109203X,ULK2,20,0.018
GF109203X,WNK3,41,0.036
GF109203X,CDK14,88,0.078
GF109203X,BCKDK,26,0.023
GF109203X,NEK3,35,0.031
GF109203X,PAK3,67,0.059
GF109203X,PLK2,31,0.027
GF109203X,NLK,84,0.074
GF109203X,MAPKAPK5,59,0.052
GF109203X,CDK10,84,0.074
GF109203X,CLK3,33,0.029
GF109203X,DYRK1B,91,0.080
GF109203X,PAK6,119,0.105
GF109203X,GRK4,35,0.031
GF109203X,RIPK1,244,0.216
GF109203X,ATM,21,0.019
GF109203X,SGK3,163,0.144
GF109203X,BMPR2,14,0.012
GF109203X,DYRK2,92,0.081
GF109203X,GRK1,31,0.027
GF109203X,TGFBR1,34,0.030
GF109203X,VRK1,232,0.205
GF109203X,PRKD2,93,0.082
GF109203X,TBK1,3,0.003
GF109203X,MAK,36,0.032
GF109203X,HIPK4,88,0.078
GF109203X,TTBK1,119,0.105
GF109203X,CAMK1G,253,0.224
GF109203X,MAPKAPK3,98,0.087
GF109203X,PKN2,140,0.124
GF109203X,CDK1,47,0.042
GF109203X,CAMK2A,72,0.064
GO6983,NUAK2,265,0.194
GO6983,SLK,26,0.019
GO6983,DYRK4,204,0.149
GO6983,PIM1,209,0.153
GO6983,DSTYK,15,0.011
GO6983,HASPIN,135,0.099
GO6983,NEK1,156,0.114
GO6983,IRAK1,16,0.012
GO6983,GRK6,63,0.046
GO6983,GRK3,50,0.037
GO6983,RAF1,42,0.031
GO6983,CDK18,224,0.164
GO6983,PHKG1,55,0.040
GO6983,PLK1,11,0.008
GO6983,MOS,41,0.030
GO6983,MYO3A,16,0.012
GO6983,SRPK3,91,0.067
GO6983,CDK7,97,0.071
GO6983,ACVR2B,52,0.038
GO6983,WNK4,235,0.172
GO6983,BMPR1B,54,0.039
GO6983,CAMKK1,14,0.010
GO6983,BUB1,138,0.101
GO6983,NEK8,166,0.121
GO6983,ROCK1,251,0.183
GO6983,SRPK1,101,0.074
GO6983,SMG1,18,0.013
GO6983,BMPR1A,55,0.040
GO6983,IRAK4,124,0.091
GO6983,LRRK2,123,0.090
GO6983,PRPK,24,0.018
GO6983,ROCK2,149,0.109
GO6983,PLK3,34,0.025
GO6983,PKN3,43,0.031
GO6983,CDK4,59,0.043
GO6983,PIM2,195,0.143
GO6983,PKN1,50,0.037
GO6983,CLK2,188,0.137
GO6983,CAMK2G,198,0.145
GO6983,GRK7,36,0.026
GO6983,CDC7,25,0.018
GO6983,SGK1,253,0.185
GO6983,GRK2,49,0.036
GO6983,CDK19,78,0.057
GO6983,MAP3K15,14,0.010
GO6983,NEK5,13,0.010
GO6983,CDK8,87,0.064
GO6983,PAK2,45,0.033
GO6983,CDK6,61,0.045
GO6983,TSSK2,172,0.126
GO6983,MARK1,272,0.199
GO6983,AKT3,258,0.189
GO6983,STK33,130,0.095
GO6983,MYO3B,16,0.012
GO6983,NEK2,212,0.155
GO6983,TTBK2,76,0.056
GO6983,DYRK3,235,0.172
GO6983,AKT2,278,0.203
GO6983,GSK3A,58,0.042
GO6983,CDKL1,64,0.047
GO6983,PRKX,259,0.189
GO6983,DAPK2,53,0.039
GO6983,NEK9,17,0.012
GO6983,EEF2K,19,0.014
GO6983,ACVR2A,47,0.034
GO6983,MOK,88,0.064
GO6983,HUNK,166,0.121
GO6983,FAM20C,46,0.034
GO6983,SRPK2,94,0.069
GO6983,GRK5,109,0.080
GO6983,PDK1,250,0.183
GO6983,PHKG2,57,0.042
GO6983,BCKDK,32,0.023
GO6983,MARK4,58,0.042
GO6983,AKT1,258,0.189
GO6983,PAK3,52,0.038
GO6983,PLK2,44,0.032
GO6983,CDK10,116,0.085
GO6983,BRSK1,347,0.254
GO6983,PAK6,178,0.130
GO6983,GRK4,42,0.031
GO6983,ATM,21,0.015
GO6983,SGK3,135,0.099
GO6983,BMPR2,22,0.016
GO6983,DYRK2,195,0.143
GO6983,GRK1,115,0.084
GO6983,TGFBR1,54,0.039
GO6983,VRK1,10,0.007
GO6983,TBK1,14,0.010
GO6983,HIPK4,95,0.069
GO6983,PKN2,260,0.190
GO6983,CAMK2A,173,0.126
GSK2334470,NUAK2,165,0.211
GSK2334470,DSTYK,17,0.022
GSK2334470,HASPIN,159,0.203
GSK2334470,IRAK1,68,0.087
GSK2334470,GRK6,46,0.059
GSK2334470,GRK3,30,0.038
GSK2334470,NUAK1,75,0.096
GSK2334470,RAF1,25,0.032
GSK2334470,NEK4,17,0.022
GSK2334470,PAK5,162,0.207
GSK2334470,DAPK1,161,0.206
GSK2334470,PHKG1,171,0.218
GSK2334470,HIPK1,169,0.216
GSK2334470,MOS,37,0.047
GSK2334470,VRK2,11,0.014
GSK2334470,MYLK4,157,0.201
GSK2334470,MYO3A,161,0.206
GSK2334470,SRPK3,37,0.047
GSK2334470,CDK7,32,0.041
GSK2334470,SNRK,163,0.208
GSK2334470,CAMK1D,162,0.207
GSK2334470,ACVR2B,34,0.043
GSK2334470,WNK4,158,0.202
GSK2334470,BMPR1B,196,0.250
GSK2334470,PBK,13,0.017
GSK2334470,BUB1,158,0.202
GSK2334470,ROCK1,156,0.199
GSK2334470,NEK11,162,0.207
GSK2334470,SMG1,158,0.202
GSK2334470,CDK2,36,0.046
GSK2334470,MAPKAPK2,35,0.045
GSK2334470,PRKD3,155,0.198
GSK2334470,BMPR1A,195,0.249
GSK2334470,IRAK4,159,0.203
GSK2334470,PRPK,12,0.015
GSK2334470,ROCK2,160,0.204
GSK2334470,PLK3,28,0.036
GSK2334470,PKN3,165,0.211
GSK2334470,CDK4,184,0.235
GSK2334470,DAPK3,160,0.204
GSK2334470,PIM2,163,0.208
GSK2334470,PKN1,167,0.213
GSK2334470,ULK1,8,0.010
GSK2334470,CDK16,32,0.041
GSK2334470,GRK7,31,0.040
GSK2334470,PLK4,5,0.006
GSK2334470,CDC7,21,0.027
GSK2334470,SGK1,163,0.208
GSK2334470,GRK2,27,0.034
GSK2334470,MARK3,169,0.216
GSK2334470,TLK2,7,0.009
GSK2334470,RIPK3,214,0.273
GSK2334470,CDK6,182,0.232
GSK2334470,TSSK2,171,0.218
GSK2334470,HIPK3,170,0.217
GSK2334470,CAMK4,161,0.206
GSK2334470,MARK1,179,0.229
GSK2334470,AKT3,162,0.207
GSK2334470,STK33,158,0.202
GSK2334470,NEK2,49,0.063
GSK2334470,DYRK3,171,0.218
GSK2334470,AKT2,163,0.208
GSK2334470,GSK3A,33,0.042
GSK2334470,CDKL1,26,0.033
GSK2334470,MARK2,179,0.229
GSK2334470,PRKX,164,0.209
GSK2334470,DAPK2,160,0.204
GSK2334470,ACVR2A,32,0.041
GSK2334470,MOK,33,0.042
GSK2334470,HUNK,15,0.019
GSK2334470,FAM20C,39,0.050
GSK2334470,DYRK1A,176,0.225
GSK2334470,MELK,162,0.207
GSK2334470,GRK5,198,0.253
GSK2334470,ATR,17,0.022
GSK2334470,PDK1,186,0.238
GSK2334470,PHKG2,168,0.215
GSK2334470,WNK3,157,0.201
GSK2334470,CDK14,208,0.266
GSK2334470,CDKL5,169,0.216
GSK2334470,AKT1,159,0.203
GSK2334470,PAK3,153,0.195
GSK2334470,PLK2,28,0.036
GSK2334470,NLK,49,0.063
GSK2334470,MAPKAPK5,157,0.201
GSK2334470,CDK10,28,0.036
GSK2334470,BRSK1,170,0.217
GSK2334470,DYRK1B,169,0.216
GSK2334470,CAMK2B,31,0.040
GSK2334470,CDK9,36,0.046
GSK2334470,GRK4,37,0.047
GSK2334470,PAK6,152,0.194
GSK2334470,RIPK1,213,0.272
GSK2334470,ATM,11,0.014
GSK2334470,SGK3,162,0.207
GSK2334470,BMPR2,12,0.015
GSK2334470,GRK1,194,0.248
GSK2334470,TGFBR1,200,0.255
GSK2334470,TBK1,10,0.013
GSK2334470,MAK,29,0.037
GSK2334470,HIPK4,176,0.225
GSK2334470,TTBK1,12,0.015
GSK2334470,CLK4,157,0.201
GSK2334470,CAMK1G,160,0.204
GSK2334470,MAPKAPK3,158,0.202
GSK2334470,PKN2,163,0.208
GSK690693,NUAK2,75,0.134
GSK690693,SLK,24,0.043
GSK690693,PIM1,94,0.168
GSK690693,NEK1,8,0.014
GSK690693,IRAK1,59,0.105
GSK690693,PAK4,130,0.232
GSK690693,GRK6,36,0.064
GSK690693,MASTL,27,0.048
GSK690693,CAMKK2,6,0.011
GSK690693,GRK3,27,0.048
GSK690693,NUAK1,32,0.057
GSK690693,RAF1,25,0.045
GSK690693,NEK4,12,0.021
GSK690693,PAK5,134,0.239
GSK690693,DAPK1,83,0.148
GSK690693,PHKG1,88,0.157
GSK690693,MOS,103,0.184
GSK690693,MYLK4,75,0.134
GSK690693,MYO3A,11,0.020
GSK690693,SRPK3,26,0.046
GSK690693,RIPK2,25,0.045
GSK690693,SNRK,80,0.143
GSK690693,CAMK1D,76,0.136
GSK690693,WNK4,76,0.136
GSK690693,CAMK2D,29,0.052
GSK690693,PBK,15,0.027
GSK690693,NEK8,20,0.036
GSK690693,PRKD1,39,0.070
GSK690693,ROCK1,78,0.139
GSK690693,NEK11,19,0.034
GSK690693,MAPKAPK2,49,0.087
GSK690693,PRKD3,66,0.118
GSK690693,BMPR1A,26,0.046
GSK690693,GAK,3,0.005
GSK690693,IRAK4,26,0.046
GSK690693,PRPK,93,0.166
GSK690693,ROCK2,83,0.148
GSK690693,PKN3,50,0.089
GSK690693,PIM2,100,0.179
GSK690693,DAPK3,79,0.141
GSK690693,PLK3,26,0.046
GSK690693,ULK1,10,0.018
GSK690693,CLK2,69,0.123
GSK690693,LATS2,100,0.179
GSK690693,NEK7,10,0.018
GSK690693,PLK4,16,0.029
GSK690693,CDC7,90,0.161
GSK690693,SGK1,88,0.157
GSK690693,GRK2,25,0.045
GSK690693,MARK3,81,0.145
GSK690693,PASK,91,0.163
GSK690693,MAP3K15,13,0.023
GSK690693,NEK5,11,0.020
GSK690693,PAK2,83,0.148
GSK690693,LATS1,28,0.050
GSK690693,PIM3,34,0.061
GSK690693,TSSK2,69,0.123
GSK690693,BRSK2,81,0.145
GSK690693,CAMK4,83,0.148
GSK690693,MARK1,79,0.141
GSK690693,AKT3,90,0.161
GSK690693,GSK3B,138,0.246
GSK690693,STK33,21,0.037
GSK690693,NEK2,23,0.041
GSK690693,MYO3B,11,0.020
GSK690693,TTBK2,95,0.170
GSK690693,AKT2,82,0.146
GSK690693,TGFBR2,6,0.011
GSK690693,CDKL1,22,0.039
GSK690693,MST1,10,0.018
GSK690693,MARK2,83,0.148
GSK690693,PRKX,104,0.186
GSK690693,DAPK2,82,0.146
GSK690693,NEK9,15,0.027
GSK690693,SRPK2,30,0.054
GSK690693,MELK,84,0.150
GSK690693,GRK5,31,0.055
GSK690693,ATR,21,0.037
GSK690693,PDK1,30,0.054
GSK690693,PHKG2,84,0.150
GSK690693,ULK2,15,0.027
GSK690693,WNK3,80,0.143
GSK690693,BCKDK,20,0.036
GSK690693,NEK3,15,0.027
GSK690693,CDKL5,23,0.041
GSK690693,MARK4,26,0.046
GSK690693,PAK3,81,0.145
GSK690693,AKT1,89,0.159
GSK690693,MAPKAPK5,77,0.138
GSK690693,BRSK1,85,0.152
GSK690693,PAK6,104,0.186
GSK690693,GRK4,31,0.055
GSK690693,RIPK1,115,0.205
GSK690693,ATM,17,0.030
GSK690693,SGK3,97,0.173
GSK690693,GRK1,30,0.054
GSK690693,VRK1,3,0.005
GSK690693,TTBK1,98,0.175
GSK690693,CLK4,111,0.198
GSK690693,CAMK1G,76,0.136
GSK690693,MAPKAPK3,134,0.239
GSK690693,PKN2,91,0.163
GSK690693,CAMK2A,27,0.048
Go6976,NUAK2,48,0.103
Go6976,PIM1,56,0.120
Go6976,DSTYK,11,0.024
Go6976,HASPIN,20,0.043
Go6976,NEK1,7,0.015
Go6976,IRAK1,8,0.017
Go6976,GRK6,23,0.049
Go6976,MASTL,19,0.041
Go6976,GRK3,16,0.034
Go6976,NUAK1,41,0.088
Go6976,NEK4,10,0.021
Go6976,PHKG1,30,0.064
Go6976,PLK1,7,0.015
Go6976,MOS,11,0.024
Go6976,MYO3A,5,0.011
Go6976,SRPK3,47,0.101
Go6976,RIPK2,14,0.030
Go6976,SNRK,41,0.088
Go6976,CAMK1D,42,0.090
Go6976,ACVR2B,19,0.041
Go6976,WNK4,45,0.096
Go6976,CAMK2D,26,0.056
Go6976,BMPR1B,20,0.043
Go6976,CAMKK1,6,0.013
Go6976,NEK8,13,0.028
Go6976,SRPK1,36,0.077
Go6976,MAPKAPK2,32,0.069
Go6976,PRKD3,46,0.099
Go6976,BMPR1A,17,0.036
Go6976,IRAK4,17,0.036
Go6976,PRPK,13,0.028
Go6976,PKN3,23,0.049
Go6976,PIM2,103,0.221
Go6976,PKN1,51,0.109
Go6976,PLK3,20,0.043
Go6976,ULK1,6,0.013
Go6976,CDK16,15,0.032
Go6976,PINK1,19,0.041
Go6976,NEK6,13,0.028
Go6976,CAMK2G,38,0.081
Go6976,LATS2,19,0.041
Go6976,NEK7,11,0.024
Go6976,GRK7,74,0.158
Go6976,CDC7,13,0.028
Go6976,SGK1,50,0.107
Go6976,GRK2,15,0.032
Go6976,PASK,18,0.039
Go6976,TLK2,18,0.039
Go6976,MAP3K15,8,0.017
Go6976,NEK5,5,0.011
Go6976,TLK1,7,0.015
Go6976,LATS1,14,0.030
Go6976,PIM3,49,0.105
Go6976,TSSK2,44,0.094
Go6976,WNK1,41,0.088
Go6976,CAMK4,39,0.084
Go6976,AKT3,53,0.113
Go6976,STK33,13,0.028
Go6976,MYO3B,5,0.011
Go6976,NEK2,14,0.030
Go6976,AKT2,49,0.105
Go6976,GSK3A,26,0.056
Go6976,TGFBR2,3,0.006
Go6976,CDKL1,39,0.084
Go6976,MST1,4,0.009
Go6976,PRKX,47,0.101
Go6976,DAPK2,42,0.090
Go6976,NEK9,13,0.028
Go6976,EEF2K,10,0.021
Go6976,ACVR2A,18,0.039
Go6976,MOK,30,0.064
Go6976,FAM20C,28,0.060
Go6976,MELK,46,0.099
Go6976,GRK5,22,0.047
Go6976,PHKG2,56,0.120
Go6976,ULK2,7,0.015
Go6976,WNK3,45,0.096
Go6976,BCKDK,21,0.045
Go6976,NEK3,10,0.021
Go6976,PAK3,41,0.088
Go6976,PLK2,20,0.043
Go6976,MAPKAPK5,26,0.056
Go6976,CDK10,29,0.062
Go6976,CLK3,38,0.081
Go6976,MTOR,24,0.051
Go6976,GRK4,18,0.039
Go6976,RIPK1,20,0.043
Go6976,ATM,14,0.030
Go6976,SGK3,47,0.101
Go6976,BMPR2,6,0.013
Go6976,GRK1,20,0.043
Go6976,TGFBR1,15,0.032
Go6976,VRK1,4,0.009
Go6976,PRKD2,43,0.092
Go6976,CAMK1G,46,0.099
Go6976,MAPKAPK3,38,0.081
Go6976,PKN2,53,0.113
Go6976,CAMK2A,26,0.056
HS173,TLK2,3,0.007
HS173,CDK8,20,0.044
HS173,TLK1,6,0.013
HS173,SRPK1,67,0.147
HS173,LATS1,17,0.037
HS173,DYRK4,50,0.110
HS173,PIM3,18,0.039
HS173,ULK2,5,0.011
HS173,CDK2,22,0.048
HS173,MAPKAPK2,25,0.055
HS173,DSTYK,8,0.018
HS173,CDK6,15,0.033
HS173,BMPR1A,22,0.048
HS173,GAK,4,0.009
HS173,BCKDK,16,0.035
HS173,HIPK3,54,0.118
HS173,GRK6,33,0.072
HS173,MASTL,10,0.022
HS173,CDK5,16,0.035
HS173,PRPK,10,0.022
HS173,GRK3,26,0.057
HS173,GSK3B,41,0.090
HS173,PLK2,31,0.068
HS173,PLK3,26,0.057
HS173,CDK4,37,0.081
HS173,CDK10,51,0.112
HS173,GSK3A,21,0.046
HS173,CLK3,23,0.050
HS173,MTOR,17,0.037
HS173,ULK1,6,0.013
HS173,CLK2,51,0.112
HS173,CDK16,15,0.033
HS173,DYRK1B,45,0.099
HS173,MST1,5,0.011
HS173,CDK9,47,0.103
HS173,GRK4,24,0.053
HS173,PINK1,19,0.042
HS173,HIPK1,48,0.105
HS173,HIPK2,47,0.103
HS173,ATM,13,0.029
HS173,NEK6,9,0.020
HS173,CAMK2G,39,0.086
HS173,BMPR2,6,0.013
HS173,DYRK2,46,0.101
HS173,PLK1,3,0.007
HS173,MOS,21,0.046
HS173,GRK1,30,0.066
HS173,MYLK4,51,0.112
HS173,TGFBR1,25,0.055
HS173,LATS2,12,0.026
HS173,SRPK3,34,0.075
HS173,CDK7,48,0.105
HS173,ACVR2A,24,0.053
HS173,GRK7,23,0.050
HS173,MAK,16,0.035
HS173,CDC7,16,0.035
HS173,PASK,16,0.035
HS173,ACVR2B,26,0.057
HS173,FAM20C,39,0.086
HS173,HIPK4,53,0.116
HS173,BMPR1B,24,0.053
HS173,SRPK2,66,0.145
HS173,DYRK1A,50,0.110
HS173,CDK3,18,0.039
HS173,MELK,51,0.112
HS173,GRK2,22,0.048
HS173,PKN2,51,0.112
HS173,GRK5,23,0.050
HS173,CDK19,43,0.094
HS173,TTK,2,0.004
HS173,CDK1,16,0.035
HS173,CAMK2A,24,0.053
Ipatasertib,NUAK2,98,0.150
Ipatasertib,DYRK4,37,0.057
Ipatasertib,DSTYK,17,0.026
Ipatasertib,HASPIN,12,0.018
Ipatasertib,IRAK1,91,0.139
Ipatasertib,GRK6,55,0.084
Ipatasertib,GRK3,38,0.058
Ipatasertib,NUAK1,47,0.072
Ipatasertib,RAF1,22,0.034
Ipatasertib,NEK4,12,0.018
Ipatasertib,PHKG1,46,0.070
Ipatasertib,HIPK2,32,0.049
Ipatasertib,PLK1,11,0.017
Ipatasertib,MOS,65,0.100
Ipatasertib,MYLK4,22,0.034
Ipatasertib,MYO3A,12,0.018
Ipatasertib,SNRK,27,0.041
Ipatasertib,ACVR2B,42,0.064
Ipatasertib,WNK4,18,0.028
Ipatasertib,BMPR1B,39,0.060
Ipatasertib,NEK11,92,0.141
Ipatasertib,SMG1,6,0.009
Ipatasertib,PRKD3,32,0.049
Ipatasertib,BMPR1A,40,0.061
Ipatasertib,PRPK,40,0.061
Ipatasertib,PLK3,36,0.055
Ipatasertib,PKN1,30,0.046
Ipatasertib,PKN3,25,0.038
Ipatasertib,CLK2,41,0.063
Ipatasertib,NEK7,6,0.009
Ipatasertib,GRK7,39,0.060
Ipatasertib,PLK4,8,0.012
Ipatasertib,CDC7,40,0.061
Ipatasertib,GRK2,33,0.051
Ipatasertib,MARK3,26,0.040
Ipatasertib,TLK2,9,0.014
Ipatasertib,RIPK3,98,0.150
Ipatasertib,TLK1,9,0.014
Ipatasertib,LATS1,25,0.038
Ipatasertib,CDK6,43,0.066
Ipatasertib,TSSK2,42,0.064
Ipatasertib,BRSK2,54,0.083
Ipatasertib,CAMK4,25,0.038
Ipatasertib,MARK1,53,0.081
Ipatasertib,GSK3B,19,0.029
Ipatasertib,MYO3B,31,0.047
Ipatasertib,AKT2,21,0.032
Ipatasertib,GSK3A,32,0.049
Ipatasertib,MARK2,48,0.074
Ipatasertib,NEK9,29,0.044
Ipatasertib,EEF2K,28,0.043
Ipatasertib,ACVR2A,38,0.058
Ipatasertib,HUNK,19,0.029
Ipatasertib,FAM20C,49,0.075
Ipatasertib,MELK,27,0.041
Ipatasertib,GRK5,42,0.064
Ipatasertib,PDK1,47,0.072
Ipatasertib,PHKG2,34,0.052
Ipatasertib,WNK3,25,0.038
Ipatasertib,NEK3,12,0.018
Ipatasertib,PLK2,38,0.058
Ipatasertib,NLK,38,0.058
Ipatasertib,MAPKAPK5,26,0.040
Ipatasertib,BRSK1,34,0.052
Ipatasertib,CLK3,44,0.067
Ipatasertib,CAMK2B,40,0.061
Ipatasertib,GRK4,43,0.066
Ipatasertib,PAK6,21,0.032
Ipatasertib,RIPK1,99,0.152
Ipatasertib,ATM,17,0.026
Ipatasertib,BMPR2,10,0.015
Ipatasertib,GRK1,47,0.072
Ipatasertib,TGFBR1,45,0.069
Ipatasertib,VRK1,29,0.044
Ipatasertib,TBK1,11,0.017
Ipatasertib,TTBK1,12,0.018
Ipatasertib,MAPKAPK3,28,0.043
Ipatasertib,PKN2,24,0.037
Ipatasertib,CAMK2A,35,0.054
JNJ,TLK2,8,0.016
JNJ,ROCK1,22,0.045
JNJ,PAK2,18,0.037
JNJ,LATS1,17,0.035
JNJ,AAK1,5,0.010
JNJ,ULK2,5,0.010
JNJ,PIM1,50,0.102
JNJ,DSTYK,11,0.022
JNJ,BMPR1A,30,0.061
JNJ,GAK,2,0.004
JNJ,BCKDK,12,0.024
JNJ,NEK1,4,0.008
JNJ,AKT3,24,0.049
JNJ,PAK4,16,0.033
JNJ,GRK6,100,0.204
JNJ,AKT1,23,0.047
JNJ,PAK3,23,0.047
JNJ,CAMKK2,3,0.006
JNJ,PRPK,15,0.031
JNJ,GRK3,31,0.063
JNJ,ROCK2,25,0.051
JNJ,CLK1,50,0.102
JNJ,PLK2,34,0.069
JNJ,PLK3,33,0.067
JNJ,PAK5,22,0.045
JNJ,TTBK2,36,0.073
JNJ,PIM2,58,0.118
JNJ,CDK10,51,0.104
JNJ,GSK3A,31,0.063
JNJ,AKT2,25,0.051
JNJ,DAPK3,15,0.031
JNJ,ULK1,2,0.004
JNJ,DYRK1B,51,0.104
JNJ,CDKL1,32,0.065
JNJ,PAK6,48,0.098
JNJ,MST1,2,0.004
JNJ,GRK4,36,0.073
JNJ,HIPK1,52,0.106
JNJ,PRKX,50,0.102
JNJ,ATM,14,0.029
JNJ,NEK6,10,0.020
JNJ,CAMK2G,103,0.210
JNJ,SGK3,18,0.037
JNJ,BMPR2,7,0.014
JNJ,PLK1,14,0.029
JNJ,MOS,29,0.059
JNJ,GRK1,32,0.065
JNJ,NEK9,8,0.016
JNJ,TGFBR1,31,0.063
JNJ,NEK7,10,0.020
JNJ,VRK1,1,0.002
JNJ,TTK,4,0.008
JNJ,EEF2K,5,0.010
JNJ,SRPK3,52,0.106
JNJ,ACVR2A,31,0.063
JNJ,GRK7,38,0.078
JNJ,MAK,28,0.057
JNJ,CDC7,15,0.031
JNJ,PASK,16,0.033
JNJ,ACVR2B,38,0.078
JNJ,FAM20C,40,0.082
JNJ,CAMK2D,21,0.043
JNJ,BMPR1B,31,0.063
JNJ,CLK4,78,0.159
JNJ,SGK1,27,0.055
JNJ,SRPK2,55,0.112
JNJ,GRK2,31,0.063
JNJ,CAMKK1,3,0.006
JNJ,GRK5,31,0.063
JNJ,CDK19,18,0.037
JNJ,NEK8,10,0.020
JNJ,CAMK2A,23,0.047
JNK,NUAK2,62,0.090
JNK,SLK,15,0.022
JNK,DYRK4,125,0.181
JNK,PIM1,39,0.057
JNK,HASPIN,85,0.123
JNK,NEK1,5,0.007
JNK,IRAK1,9,0.013
JNK,NUAK1,56,0.081
JNK,NEK4,6,0.009
JNK,CDK18,45,0.065
JNK,PAK5,53,0.077
JNK,PHKG1,138,0.200
JNK,HIPK1,116,0.168
JNK,HIPK2,114,0.165
JNK,PLK1,9,0.013
JNK,MYO3A,6,0.009
JNK,SRPK3,68,0.099
JNK,RIPK2,10,0.014
JNK,SNRK,88,0.128
JNK,WNK4,39,0.057
JNK,BUB1,34,0.049
JNK,NEK8,13,0.019
JNK,ROCK1,59,0.086
JNK,SRPK1,160,0.232
JNK,NEK11,15,0.022
JNK,CDK2,56,0.081
JNK,MAPKAPK2,30,0.043
JNK,PRKD3,61,0.088
JNK,IRAK4,17,0.025
JNK,LRRK2,85,0.123
JNK,PRPK,21,0.030
JNK,ROCK2,44,0.064
JNK,PKN3,31,0.045
JNK,CDK4,56,0.081
JNK,PIM2,54,0.078
JNK,PKN1,50,0.072
JNK,ULK1,9,0.013
JNK,CDK16,47,0.068
JNK,PINK1,38,0.055
JNK,NEK6,15,0.022
JNK,NEK7,12,0.017
JNK,CDK17,48,0.070
JNK,SGK1,67,0.097
JNK,CDK19,37,0.054
JNK,PASK,25,0.036
JNK,NEK5,8,0.012
JNK,CDK8,35,0.051
JNK,PIM3,29,0.042
JNK,CDK6,48,0.070
JNK,TSSK2,87,0.126
JNK,HIPK3,166,0.241
JNK,AKT3,66,0.096
JNK,CDK5,53,0.077
